ID,stream,position,trap,time,order,suborder,family,subfamily,genus,species,number,comment,label on Eppi (y/n),same as in table,
5546,Hainbach,down,1,2018-07-09,Trichoptera,,Hydroptilidae,,,,1,,n,,
5547,Dierbach,up,2,2018-07-09,Diptera,Nematocera,Chaoboridae,,,,2,,y,y,
5548,Dierbach,up,2,2018-07-09,Diptera,Nematocera,Chironomidae,,,,32,,n,,
5549,Dierbach,up,2,2018-07-09,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5550,Isenach,down,2,2018-07-05,Hymenoptera,,,,,,2,,y,y,
5551,Isenach,down,2,2018-07-05,Diptera,Nematocera,Chironomidae,,,,34,,n,,
5552,Dierbach,down,2,2018-07-05,Coleoptera,,,,,,1,,y,y,
5553,Dierbach,down,2,2018-07-05,Hymenoptera,,,,,,1,,n,,
5554,Dierbach,down,2,2018-07-05,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5555,Dierbach,down,2,2018-07-05,Diptera,Nematocera,Ceratopogonidae,,,,2,,n,,
5556,Dierbach,down,2,2018-07-05,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5557,Kropsbach,up,1,2018-07-05,Diptera,Brachycera,,,,,4,,y,y,
5558,Kropsbach,up,1,2018-07-05,Diptera,Nematocera,Chironomidae,,,,31,,n,,
5559,Kropsbach,up,1,2018-07-05,Diptera,Nematocera,Simuliidae,,,,7,,n,,
5560,Kropsbach,up,1,2018-07-05,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
5561,Kropsbach,up,1,2018-07-05,Diptera,Nematocera,Sciaridae,,,,1,,n,,
5562,Kropsbach,up,1,2018-07-05,Diptera,Nematocera,Mycetophilidae,,,,1,,n,,
5563,Otterbach,down,1,2018-07-05,Coleoptera,,,,,,12,,y,y,
5564,Otterbach,down,1,2018-07-05,Hymenoptera,,,,,,3,,n,,
5565,Otterbach,down,1,2018-07-05,Diptera,Nematocera,Chironomidae,,,,20,,n,,
5566,Isenach,up,2,2018-07-02,Diptera,Nematocera,Chironomidae,,,,21,,y,y,
5567,Triefenbach,up,2,2018-07-05,Diptera,Nematocera,Simuliidae,,,,1,,y,y,
5568,Modenbach,up,1,2018-07-02,Coleoptera,,,,,,4,,y,y,
5569,Modenbach,up,1,2018-07-02,Diptera,Nematocera,Chironomidae,,,,13,,n,,
5570,Modenbach,up,1,2018-07-02,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
5571,Triefenbach,down,2,2018-07-05,Coleoptera,,,,,,1,,y,y,
5572,Triefenbach,down,2,2018-07-05,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5573,Triefenbach,down,2,2018-07-05,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5574,Triefenbach,down,2,2018-07-05,Ephemeroptera,,Baetidae,,Baetis,,4,,n,,
5575,Triefenbach,down,2,2018-07-05,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,,n,,
5576,Hainbach,down,A,2018-08-01,Coleoptera,,,,,,1,,y,y,
5577,Hainbach,down,A,2018-08-01,Hymenoptera,,,,,,1,,n,,
5578,Modenbach,up,A,2018-08-01,Diptera,Nematocera,Simuliidae,,,,3,verwesungsgeruch,y,y,
5579,Modenbach,up,A,2018-08-01,Diptera,Nematocera,Chironomidae,,,,3,verwesungsgeruch,n,,
5580,Modenbach,up,A,2018-08-01,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,verwesungsgeruch,n,,
5581,Modenbach,up,A,2018-08-01,Trichoptera,,,,,,1,"verwesungsgeruch, nur Körper ohne flügel, beine und maxilarpalpen",n,,
5582,Hainbach,down,2,2018-07-09,Arachnida,,Araneae,,,,1,,y,y,
5583,Hainbach,down,2,2018-07-09,Diptera,Nematocera,Chironomidae,,,,24,,n,,
5584,Hainbach,down,2,2018-07-09,Diptera,Nematocera,Sciaridae,,,,1,,n,,
5585,Hainbach,down,2,2018-07-09,Trichoptera,,Limnephilidae,Limnephilinae,Limnephilus,,5,,n,,
5586,Hainbach,down,2,2018-07-09,Coleoptera,,,,,,1,,n,,
5587,Hainbach,down,2,2018-07-09,Hymenoptera,,,,,,1,,n,,
5588,Klingbach,up,2,2018-07-09,Coleoptera,,,,,,3,,y,y,
5589,Klingbach,up,2,2018-07-09,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5590,Klingbach,up,2,2018-07-09,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
5591,Dierbach,up,2,2018-07-05,Coleoptera,,,,,,1,,y,y,
5592,Dierbach,up,2,2018-07-05,Diptera,Brachycera,,,,,5,,n,,
5593,Dierbach,up,2,2018-07-05,Diptera,Nematocera,Chironomidae,,,,4,,n,,
5594,Russbach,down,2,2018-07-05,Hymenoptera,,,,,,3,,n,,
5595,Russbach,down,2,2018-07-05,Coleoptera,,,,,,4,,y,y,
5596,Russbach,down,2,2018-07-05,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5597,Kropsbach,down,1,2018-07-05,Coleoptera,,,,,,1,,y,y,
5598,Kropsbach,down,1,2018-07-05,Diptera,Nematocera,Chironomidae,,,,167,,n,,
5599,Kropsbach,down,1,2018-07-05,Diptera,Brachycera,,,,,4,,n,,
5600,Kropsbach,down,1,2018-07-05,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5601,Kropsbach,down,1,2018-07-05,Ephemeroptera,,Baetidae,,Baetis,,2,,n,,
5602,Kropsbach,down,1,2018-07-05,Trichoptera,,Hydropsychidae,,Hydropsyche,,5,,n,,
5603,Kropsbach,down,1,2018-07-05,Trichoptera,,Psychomyidae,,,,1,,n,,
5604,Kropsbach,down,1,2018-07-05,Hymenoptera,,,,,,1,,n,,
5605,Otterbach,up,2,2018-07-09,Coleoptera,,,,,,6,,y,y,
5606,Otterbach,up,2,2018-07-09,Hymenoptera,,,,,,1,,n,,
5607,Otterbach,up,2,2018-07-09,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5608,Otterbach,up,2,2018-07-09,Diptera,Brachycera,,,,,1,,n,,
5609,Otterbach,up,2,2018-07-09,Diptera,Nematocera,Chironomidae,,,,5,,n,,
5610,Kropsbach,down,2,2018-07-02,Trichoptera,,Hydropsychidae,,Hydropsyche,,12,,y,y,
5611,Kropsbach,down,2,2018-07-02,Diptera,Nematocera,Chironomidae,,,,365,,n,,
5612,Kropsbach,down,2,2018-07-02,Ephemeroptera,,Baetidae,,Baetis,,4,,n,,
5613,Triefenbach,up,1,2018-07-02,Diptera,Brachycera,,,,,1,,y,y,
5614,Triefenbach,up,1,2018-07-02,Diptera,Nematocera,Simuliidae,,,,11,,n,,
5615,Triefenbach,up,1,2018-07-02,Diptera,Nematocera,Chironomidae,,,,4,,n,,
5616,Modenbach,down,1,2018-07-09,Coleoptera,,,,,,2,,y,y,
5617,Modenbach,down,1,2018-07-09,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5618,Modenbach,down,1,2018-07-09,Trichoptera,,Hydropsychidae,,Hydropsyche,,4,,n,,
5619,Klingbach,down,2,2018-07-09,Coleoptera,,,,,,9,,y,y,
5620,Klingbach,down,2,2018-07-09,Hymenoptera,,,,,,2,,n,,
5621,Klingbach,down,2,2018-07-09,Diptera,Brachycera,,,,,2,,n,,
5622,Klingbach,down,2,2018-07-09,Diptera,Nematocera,Chironomidae,,,,11,,n,,
5623,Klingbach,down,1,2018-07-09,Coleoptera,,,,,,18,,y,y,
5624,Klingbach,down,1,2018-07-09,Hymenoptera,,,,,,6,,n,,
5625,Klingbach,down,1,2018-07-09,Arachnida,,Araneae,,,,1,,n,,
5626,Klingbach,down,1,2018-07-09,Diptera,Nematocera,Chironomidae,,,,14,,n,,
5627,Klingbach,down,1,2018-07-09,Ephemeroptera,,Baetidae,,Baetis,,2,,n,,
5628,Klingbach,down,1,2018-07-09,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
5629,Modenbach,down,2,2018-07-05,Coleoptera,,,,,,5,,y,y,
5630,Modenbach,down,2,2018-07-05,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5631,Klingbach,down,2,2018-07-05,Ephemeroptera,,Baetidae,,Baetis,,1,,y,y,
5632,Klingbach,down,2,2018-07-05,Diptera,Nematocera,Chironomidae,,,,2,,n,,
5633,Klingbach,down,1,2018-07-02,Ephemeroptera,,Baetidae,,Baetis,,3,,y,y,
5634,Klingbach,down,1,2018-07-02,Diptera,Nematocera,Chironomidae,,,,2,,n,,
5635,Kaiserbach,down,2,2018-07-05,Coleoptera,,,,,,1,,y,y,
5636,Kaiserbach,down,2,2018-07-05,Diptera,Brachycera,,,,,2,,n,,
5637,Kaiserbach,down,2,2018-07-05,Diptera,Nematocera,Sciaridae,,,,1,,n,,
5638,Kaiserbach,down,2,2018-07-05,Ephemeroptera,,Baetidae,,Baetis,,2,,n,,
5639,Kaiserbach,down,2,2018-07-05,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
5640,Modenbach,up,2,2018-07-02,Coleoptera,,,,,,1,,y,y,
5641,Modenbach,up,2,2018-07-02,Diptera,Nematocera,Chironomidae,,,,11,,n,,
5642,Modenbach,up,2,2018-07-02,Trichoptera,,Hydropsychidae,,Hydropsyche,,6,,n,,
5643,Modenbach,up,1,2018-07-05,Diptera,Nematocera,Simuliidae,,,,2,,y,y,
5644,Modenbach,up,1,2018-07-05,Diptera,Nematocera,Chironomidae,,,,26,,n,,
5645,Modenbach,up,1,2018-07-05,Trichoptera,,Hydropsychidae,,Hydropsyche,,7,,n,,
5646,Modenbach,up,1,2018-07-05,Trichoptera,,Hydroptilidae,,,,1,,n,,
5647,Russbach,down,2,2018-07-09,Coleoptera,,,,,,3,,y,y,
5648,Russbach,down,2,2018-07-09,Arachnida,,Araneae,,,,1,,n,,
5649,Russbach,down,2,2018-07-09,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5650,Russbach,down,2,2018-07-09,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5651,Klingbach,down,1,2018-07-05,Diptera,Brachycera,,,,,1,,y,y,
5652,Klingbach,down,1,2018-07-05,Diptera,Nematocera,Chironomidae,,,,2,,n,,
5653,Klingbach,down,1,2018-07-05,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5654,Hainbach,up,1,2018-07-09,Hymenoptera,,,,,,2,,y,y,
5655,Hainbach,up,1,2018-07-09,Diptera,Brachycera,,,,,1,,n,,
5656,Hainbach,up,1,2018-07-09,Diptera,Nematocera,Sciaridae,,,,1,,n,,
5657,Hainbach,up,1,2018-07-09,Diptera,Nematocera,Chironomidae,,,,5,,n,,
5658,Hainbach,up,1,2018-07-09,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,zu vergammel für weitere Bestimmung
5659,Kaiserbach,up,2,2018-07-09,Coleoptera,,,,,,5,,y,y,
5660,Kaiserbach,up,2,2018-07-09,Diptera,Brachycera,,,,,3,,n,,
5661,Kaiserbach,up,2,2018-07-09,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
5662,Russbach,up,2,2018-07-05,Coleoptera,,,,,,1,,y,Russbach up 1 05/07/18,
5663,Russbach,up,1,2018-07-05,Diptera,Brachycera,,,,,1,,n,,
5664,Russbach,up,1,2018-07-05,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5665,Russbach,up,1,2018-07-05,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5666,Isenach,up,2,2018-07-05,Diptera,Brachycera,,,,,1,,y,y,
5667,Isenach,up,2,2018-07-05,Diptera,Nematocera,Chironomidae,,,,5,,n,,
5668,Isenach,up,2,2018-07-05,Trichoptera,,Hydroptilidae,,,,1,,n,,zu kaputt für weitere Bestimmung
5669,Kropsbach,down,2,2018-07-05,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,,y,y,
5670,Kropsbach,down,2,2018-07-05,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5671,Kropsbach,down,2,2018-07-05,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5672,Kropsbach,down,2,2018-07-05,Diptera,Nematocera,Chironomidae,,,,83,,n,,
5673,Triefenbach,down,1,2018-07-02,Coleoptera,,,,,,1,,y,y,
5674,Triefenbach,down,1,2018-07-02,Diptera,Nematocera,Chironomidae,,,,12,,n,,
5675,Triefenbach,down,1,2018-07-02,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5676,Triefenbach,down,1,2018-07-02,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,,n,,
5677,Triefenbach,down,1,2018-07-02,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5678,Hainbach,up,2,2018-07-02,Arachnida,,Araneae,,,,1,,y,y,
5679,Hainbach,up,2,2018-07-02,Coleoptera,,,,,,2,,n,,
5680,Hainbach,up,2,2018-07-02,Hymenoptera,,,,,,2,,n,,
5681,Hainbach,up,2,2018-07-02,Diptera,Brachycera,,,,,1,,n,,
5682,Hainbach,up,2,2018-07-02,Diptera,Nematocera,Chironomidae,,,,5,,n,,
5683,Hainbach,up,2,2018-07-02,Diptera,Nematocera,Sciaridae,,,,1,,n,,
5684,Isenach,down,1,2018-06-09,Odonata,Zygoptera,Calopterygidae,,Calopteryx,virgo,1,stand ein we lang ohne Kühlung auf meinem Schreibtisch,y,Label: Isen down 1 10/06/18,
5685,Isenach,up,1,2018-07-05,Diptera,Nematocera,Limoniidae,,,,1,,y,y,
5686,Isenach,up,1,2018-07-05,Diptera,Nematocera,Chironomidae,,,,4,,n,,
5687,Isenach,down,1,2018-07-09,Coleoptera,,,,,,7,,y,y,
5688,Isenach,down,1,2018-07-09,Arachnida,,Araneae,,,,2,,n,,
5689,Isenach,down,1,2018-07-09,Diptera,Nematocera,Chironomidae,,,,79,,n,,
5690,Isenach,down,1,2018-07-09,Trichoptera,,Leptoceridae,,,,1,,n,,
5691,Otterbach,down,1,2018-07-09,Coleoptera,,,,,,9,,y,y,
5692,Otterbach,down,1,2018-07-09,Hymenoptera,,,,,,1,,n,,
5693,Otterbach,down,1,2018-07-09,Diptera,Nematocera,Chironomidae,,,,18,,n,,
5694,Otterbach,down,1,2018-07-09,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5695,Kaiserbach,down,2,2018-07-09,Coleoptera,,,,,,6,,y,y,
5696,Kaiserbach,down,2,2018-07-09,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5697,Kaiserbach,down,2,2018-07-09,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
5698,Kaiserbach,down,2,2018-07-09,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5699,Modenbach,up,2,2018-07-05,Coleoptera,,,,,,4,,y,y,
5700,Modenbach,up,2,2018-07-05,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5701,Modenbach,up,2,2018-07-05,Diptera,Nematocera,Sciaridae,,,,1,,n,,
5702,Modenbach,up,2,2018-07-05,Trichoptera,,Hydroptilidae,,,,1,,n,,
5703,Otterbach,down,2,2018-07-05,Coleoptera,,,,,,3,,y,y,
5704,Otterbach,down,2,2018-07-05,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5705,Otterbach,down,2,2018-07-05,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5706,Kropsbach,up,2,2018-07-05,Coleoptera,,,,,,7,,y,y,
5707,Kropsbach,up,2,2018-07-05,Hymenoptera,,,,,,1,,n,,
5708,Kropsbach,up,2,2018-07-05,Diptera,Nematocera,Simuliidae,,,,3,,n,,
5709,Kropsbach,up,2,2018-07-05,Diptera,Nematocera,Chironomidae,,,,6,,n,,
5710,Kropsbach,up,2,2018-07-05,Diptera,Brachycera,,,,,3,,n,,
5711,Kropsbach,up,2,2018-07-05,Trichoptera,,Hydropsychidae,,Hydropsyche,,3,,n,,
5712,Hainbach,down,1,2018-07-02,Coleoptera,,,,,,2,,y,y,
5713,Hainbach,down,1,2018-07-02,Diptera,Nematocera,Chironomidae,,,,9,,n,,
5714,Modenbach,down,1,2018-07-02,Coleoptera,,,,,,5,,y,y,
5715,Modenbach,down,1,2018-07-02,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5716,Modenbach,down,1,2018-07-02,Trichoptera,,Hydropsychidae,,Hydropsyche,,4,,n,,
5717,Hainbach,up,2,2018-07-09,Coleoptera,,,,,,5,,y,y,
5718,Hainbach,up,2,2018-07-09,Diptera,Nematocera,Chironomidae,,,,5,,n,,
5719,Isenach,up,1,2018-07-09,Coleoptera,,,,,,3,,y,Isenach up 09/07/18,
5720,Isenach,up,1,2018-07-09,Diptera,Nematocera,Chironomidae,,,,9,,n,,
5721,Klingbach,up,2,2018-07-05,Coleoptera,,,,,,3,,y,y,
5722,Klingbach,up,2,2018-07-05,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5723,Klingbach,up,2,2018-07-05,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
5724,Kaiserbach,up,1,2018-07-05,Diptera,Nematocera,Chironomidae,,,,1,,y,y,
5725,Kaiserbach,up,2,2018-07-05,Coleoptera,,,,,,5,,y,y,
5726,Kaiserbach,up,2,2018-07-05,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5727,Kaiserbach,up,2,2018-07-05,Diptera,Brachycera,,,,,1,,n,,
5728,Triefenbach,up,2,2018-07-09,Coleoptera,,,,,,1,,y,Trief up 1 09/07/18,
5729,Triefenbach,up,2,2018-07-09,Hymenoptera,,,,,,1,,n,,
5730,Triefenbach,up,2,2018-07-09,Diptera,Nematocera,Simuliidae,,,,12,,n,,
5731,Dierbach,up,1,2018-07-05,Hymenoptera,,,,,,1,,y,y,
5732,Dierbach,up,1,2018-07-05,Diptera,Nematocera,Sciaridae,,,,2,,n,,
5733,Dierbach,up,1,2018-07-05,Diptera,Nematocera,Chironomidae,,,,32,,n,,
5734,Dierbach,up,1,2018-07-05,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5735,Dierbach,up,1,2018-07-05,Diptera,Nematocera,Tipulidae,,,,1,,n,,
5736,Dierbach,up,1,2018-07-05,Diptera,Brachycera,,,,,6,,n,,
5737,Dierbach,up,1,2018-07-05,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5738,Kaiserbach,down,1,2018-07-02,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,,y,y,
5739,Kaiserbach,down,1,2018-07-02,Trichoptera,,Hydroptilidae,,,,2,,n,,
5740,Kaiserbach,down,1,2018-07-02,Diptera,Nematocera,Cecidomyiidae,,,,1,,n,,
5741,Kaiserbach,down,1,2018-07-02,Diptera,Nematocera,Chironomidae,,,,8,,n,,
5742,Kaiserbach,down,1,2018-07-02,Diptera,Nematocera,Psychodidae,,,,1,,n,,
5743,Kaiserbach,down,1,2018-07-02,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5744,Kaiserbach,down,2,2018-07-02,Coleoptera,,,,,,1,,y,y,
5745,Kaiserbach,down,2,2018-07-02,Diptera,Brachycera,,,,,1,,n,,
5746,Kaiserbach,down,2,2018-07-02,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5747,Kaiserbach,down,2,2018-07-02,Trichoptera,,Lepidostomatidae,,,,1,,n,,
5748,Kropsbach,up,1,2018-06-11,Diptera,Brachycera,,,,Probe war Matschklumpen,6,,y,y,
5749,Kropsbach,up,1,2018-06-11,Diptera,Nematocera,Chironomidae,,,Probe war Matschklumpen,7,,n,,
5750,Kropsbach,up,1,2018-06-11,Diptera,Nematocera,Simuliidae,,,Probe war Matschklumpen,1,,n,,
5751,Russbach,down,1,2018-06-18,Coleoptera,,,,,,6,,y,y,
5752,Russbach,down,1,2018-06-18,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5753,Russbach,down,1,2018-06-18,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5754,Russbach,down,1,2018-06-18,Diptera,Nematocera,Tipulidae,,,,1,,n,,
5755,Russbach,down,1,2018-06-18,Diptera,Brachycera,,,,,2,,n,,
5756,Russbach,down,1,2018-06-18,Diptera,Nematocera,Psychodidae,,,,1,,n,,
5757,Russbach,down,1,2018-06-18,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
5758,Russbach,down,1,2018-06-18,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5759,Otterbach,up,1,2018-06-18,Coleoptera,,,,,,5,,y,y,
5760,Otterbach,up,1,2018-06-18,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5761,Triefenbach,up,1,2018-06-18,Diptera,Nematocera,Simuliidae,,,,1,,y,y,
5762,Triefenbach,up,1,2018-06-18,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5763,Russbach,up,1,2018-06-18,Coleoptera,,,,,,43,,y,y,
5764,Hainbach,down,1,2018-06-18,Coleoptera,,,,,,1,,y,y,
5765,Hainbach,down,1,2018-06-18,Diptera,Brachycera,,,,,1,,n,,
5766,Hainbach,down,1,2018-06-18,Diptera,Nematocera,Psychodidae,,,,1,,n,,
5767,Otterbach,down,1.2,2018-06-18,Coleoptera,,,,,,96,,y,y,
5768,Otterbach,down,1.2,2018-06-18,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5769,Kaiserbach,up,1,2018-06-18,Coleoptera,,,,,,12,,y,y,
5770,Kaiserbach,up,1,2018-06-18,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5771,Modenbach,up,2,2018-06-18,Coleoptera,,,,,,1,,y,y,
5772,Modenbach,up,2,2018-06-18,Diptera,Brachycera,,,,,8,,n,,
5773,Modenbach,up,2,2018-06-18,Diptera,Nematocera,Chironomidae,,,,7,,n,,
5774,Modenbach,up,2,2018-06-18,Trichoptera,,Hydroptilidae,,,,5,,n,,
5775,Modenbach,up,2,2018-06-18,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
5776,Modenbach,up,2,2018-06-18,Ephemeroptera,,Baetidae,,Baetis,,1,zu kaputt für weitere bestimmung,n,,
5777,Dierbach,down,2,2018-06-18,Coleoptera,,,,,,4,,y,y,
5778,Triefenbach,up,2,2018-06-18,Coleoptera,,,,,,1,,y,y,
5779,Triefenbach,up,2,2018-06-18,Diptera,Brachycera,,,,,1,,n,,
5780,Triefenbach,up,2,2018-06-18,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5781,Triefenbach,up,2,2018-06-18,Arachnida,,Araneae,,,,1,,n,,
5782,Kaiserbach,up,2,2018-06-18,Diptera,Brachycera,,,,,3,,y,y,
5783,Kaiserbach,up,2,2018-06-18,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5784,Klingbach,up,1,2018-06-18,Coleoptera,,,,,,1,,y,y,
5785,Klingbach,up,1,2018-06-18,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,,n,,
5786,Russbach,down,2,2018-06-18,Coleoptera,,,,,,20,,y,y,
5787,Russbach,down,2,2018-06-18,Arachnida,,Araneae,,,,1,,n,,
5788,Russbach,down,2,2018-06-18,Diptera,Brachycera,,,,,1,,n,,
5789,Russbach,down,2,2018-06-18,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5790,Russbach,down,2,2018-06-18,Diptera,Nematocera,Limoniidae,,,,1,,n,,
5791,Dierbach,down,1,2018-06-18,Diptera,Nematocera,Simuliidae,,,,3,,y,y,
5792,Dierbach,down,1,2018-06-18,Diptera,Nematocera,Chironomidae,,,,8,,n,,
5793,Russbach,up,2,2018-06-18,Coleoptera,,,,,,3,,y,y,
5794,Russbach,up,2,2018-06-18,Diptera,Brachycera,,,,,1,,n,,
5795,Russbach,up,2,2018-06-18,Diptera,Nematocera,Chironomidae,,,,6,,n,,
5796,Otterbach,up,2,2018-06-18,Ephemeroptera,,Baetidae,,Baetis,,3,,y,y,
5797,Otterbach,up,2,2018-06-18,Diptera,Nematocera,Chironomidae,,,,5,,n,,
5798,Isenach,up,2,2018-06-09,Diptera,Nematocera,Chironomidae,,,,7,,y,10/06/18,
5799,Isenach,down,2,2018-06-11,Coleoptera,,,,,,12,,y,y,
5800,Isenach,down,2,2018-06-11,Hymenoptera,,,,,,2,,n,,
5801,Isenach,down,2,2018-06-11,Diptera,Nematocera,Psychodidae,,,,3,,n,,
5802,Isenach,down,2,2018-06-11,Diptera,Nematocera,Chaoboridae,,,,2,,n,,
5803,Isenach,down,2,2018-06-11,Diptera,Nematocera,Chironomidae,,,,41,,n,,
5804,Isenach,down,2,2018-06-11,Diptera,Nematocera,Limoniidae,,,,1,,n,,
5805,Klingbach,down,1,2018-06-11,Coleoptera,,,,,,9,,y,y,
5806,Klingbach,down,1,2018-06-11,Arachnida,,Araneae,,,,1,,n,,
5807,Isenach,up,1,2018-06-09,Diptera,Nematocera,Psychodidae,,,,1,,y,10/06/18,
5808,Isenach,up,1,2018-06-09,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
5809,Isenach,up,1,2018-06-09,Diptera,Nematocera,Chironomidae,,,,2,,n,,
5810,Triefenbach,up,1,2018-06-11,Hymenoptera,,,,,,1,,y,y,
5811,Triefenbach,up,1,2018-06-11,Diptera,Nematocera,Chironomidae,,,,9,,n,,
5812,Otterbach,up,2,2018-06-11,Coleoptera,,,,,,3,,y,y,
5813,Otterbach,up,2,2018-06-11,Arachnida,,Araneae,,,,1,,n,,
5814,Otterbach,up,2,2018-06-11,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5815,Dierbach,up,1,2018-06-11,Coleoptera,,,,,,2,,y,y,
5816,Kropsbach,up,2,2018-06-11,Diptera,Brachycera,,,,,5,,y,y,
5817,Kropsbach,up,2,2018-06-11,Diptera,Nematocera,Simuliidae,,,,3,,n,,
5818,Kropsbach,up,2,2018-06-11,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5819,Kropsbach,up,2,2018-06-11,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,,n,,
5820,Kaiserbach,down,2,2018-06-11,Coleoptera,,,,,,5,,y,y,
5821,Kaiserbach,down,2,2018-06-11,Arachnida,,Araneae,,,,1,,n,,
5822,Kaiserbach,down,2,2018-06-11,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5823,Kaiserbach,down,2,2018-06-11,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,,n,,
5824,Dierbach,down,2,2018-06-11,Coleoptera,,,,,,4,,y,y,
5825,Dierbach,down,2,2018-06-11,Diptera,Nematocera,Psychodidae,,,,2,,n,,
5826,Dierbach,down,2,2018-06-11,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5827,Dierbach,down,2,2018-06-11,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5828,Dierbach,down,2,2018-06-11,Diptera,Nematocera,Limoniidae,,,,1,,n,,
5829,Triefenbach,up,2,2018-06-11,Arachnida,,Araneae,,,,1,,y,y,
5830,Triefenbach,up,2,2018-06-11,Diptera,Nematocera,Chironomidae,,,,2,,n,,
5831,Triefenbach,up,2,2018-06-11,Ephemeroptera,,Heptageniidae,,Ecdyonurus,lateralis,1,,n,,
5832,Isenach,down,1,2018-06-11,Coleoptera,,,,,,13,,y,y,
5833,Isenach,down,1,2018-06-11,Diptera,Nematocera,Chironomidae,,,,44,,n,,
5834,Isenach,down,1,2018-06-11,Diptera,Nematocera,Psychodidae,,,,1,,n,,
5835,Isenach,down,1,2018-06-11,Diptera,Nematocera,Limoniidae,,,,1,,n,,
5836,Isenach,down,1,2018-06-11,Trichoptera,,Leptoceridae,,Mystacides,nigra,1,,n,,
5837,Isenach,down,1,2018-06-11,Hymenoptera,,,,,,2,,n,,
5838,Russbach,up,2,2018-06-11,Coleoptera,,,,,,17,,y,y,
5839,Modenbach,down,1,2018-06-11,Coleoptera,,,,,,1,,y,y,
5840,Modenbach,down,1,2018-06-11,Diptera,Nematocera,Chironomidae,,,,16,,n,,
5841,Modenbach,down,1,2018-06-11,Ephemeroptera,,Baetidae,,Baetis,,1,verschimmelt,n,,
