Site,Date,Variable,Direction,Qualifier,Value,Unit,Comment
Kropsbach up,27/03/2018,shore vegetation cover:  Vegetation Free,R,,30,%,hiking trail
Kropsbach up,27/03/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Kropsbach up,27/03/2018,shore vegetation height: Forest,R,,15,m,
Kropsbach up,27/03/2018,shore vegetation height: Reed,R,,NA,m,
Kropsbach up,27/03/2018,shore vegetation height: Shrubbery,R,,NA,m,
Kropsbach up,27/03/2018,shore vegetation height: Tall Forbs,R,,NA,m,
Kropsbach up,27/03/2018,shore vegetation height:  Meadow,R,,NA,m,
Kropsbach up,27/03/2018,shore vegetation height:  Agriculture,R,,NA,m,
Kropsbach up,27/03/2018,land use: Forest,L,,100,%,
Kropsbach up,27/03/2018,land use: Fallow,L,,NA,%,
Kropsbach up,27/03/2018,land use: Meadows & Pastures,L,,NA,%,
Kropsbach up,27/03/2018,land use: Agriculture,L,,NA,%,
Kropsbach up,27/03/2018,land use: Housing,L,,NA,%,
Kropsbach up,27/03/2018,land use: Other,L,,NA,%,
Kropsbach up,27/03/2018,land use: Forest,R,,100,%,
Kropsbach up,27/03/2018,land use: Fallow,R,,NA,%,
Kropsbach up,27/03/2018,land use: Meadows & Pastures,R,,NA,%,
Kropsbach up,27/03/2018,land use: Agriculture,R,,NA,%,
Kropsbach up,27/03/2018,land use: Housing,R,,NA,%,
Kropsbach up,27/03/2018,land use: Other,R,,NA,%,
Kropsbach up,27/03/2018,Shading Elements (southwards),,,70,%,
Kropsbach up,27/03/2018,Flooding of shore,,,no,,
Kropsbach up,27/03/2018,Islands/Banks,,,no,,
Kropsbach down,27/03/2018,distance housing,L,,70,m,
Kropsbach down,27/03/2018,distance housing,R,,NA,m,
Kropsbach down,27/03/2018,distance street,L,,10,m,very small
Kropsbach down,27/03/2018,distance street,R,,60,m,railway
Kropsbach down,27/03/2018,height landscape-level,L,,1.2,m,
Kropsbach down,27/03/2018,height landscape-level,R,,1.2,m,
Kropsbach down,27/03/2018,distance landscape-level,L,,1.3,m,
Kropsbach down,27/03/2018,distance landscape-level,R,,1,m,
Kropsbach down,27/03/2018,Distance field,L,,15,m,
Kropsbach down,27/03/2018,Distance field,R,,8,m,
Kropsbach down,27/03/2018,curvature,,,6,,
Kropsbach down,27/03/2018,Banks,,,no,,
Kropsbach down,27/03/2018,shore vegetation cover: Forest,L,,NA,%,
Kropsbach down,27/03/2018,shore vegetation cover: Reed,L,,NA,%,
Kropsbach down,27/03/2018,shore vegetation cover: Shrubbery,L,,20,%,more small trees
Kropsbach down,27/03/2018,shore vegetation cover: Tall Forbs,L,,NA,%,
Kropsbach down,27/03/2018,shore vegetation cover: Meadow,L,,80,%,
Kropsbach down,27/03/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Kropsbach down,27/03/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Kropsbach down,27/03/2018,shore vegetation height: Forest,L,,NA,m,
Kropsbach down,27/03/2018,shore vegetation height: Reed,L,,NA,m,
Kropsbach down,27/03/2018,shore vegetation height: Shrubbery,L,,4,m,
Kropsbach down,27/03/2018,shore vegetation height: Tall Forbs,L,,NA,m,
Kropsbach down,27/03/2018,shore vegetation height:  Meadow,L,,0.1,m,
Kropsbach down,27/03/2018,shore vegetation height:  Agriculture,L,,NA,m,
Kropsbach down,27/03/2018,shore vegetation cover: Forest,R,,NA,%,
Kropsbach down,27/03/2018,shore vegetation cover: Reed,R,,NA,%,
Kropsbach down,27/03/2018,shore vegetation cover: Shrubbery,R,,30,%,
Kropsbach down,27/03/2018,shore vegetation cover: Tall Forbs,R,,70,%,
Kropsbach down,27/03/2018,shore vegetation cover: Meadow,R,,NA,%,
Kropsbach down,27/03/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Kropsbach down,27/03/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Kropsbach down,27/03/2018,shore vegetation height: Forest,R,,NA,m,
Kropsbach down,27/03/2018,shore vegetation height: Reed,R,,NA,m,
Kropsbach down,27/03/2018,shore vegetation height: Shrubbery,R,,1,m,
Kropsbach down,27/03/2018,shore vegetation height: Tall Forbs,R,,0.05,m,
Kropsbach down,27/03/2018,shore vegetation height:  Meadow,R,,NA,m,
Kropsbach down,27/03/2018,shore vegetation height:  Agriculture,R,,NA,m,
Kropsbach down,27/03/2018,land use: Forest,L,,NA,%,
Kropsbach down,27/03/2018,land use: Fallow,L,,NA,%,
Kropsbach down,27/03/2018,land use: Meadows & Pastures,L,,20,%,
Kropsbach down,27/03/2018,land use: Agriculture,L,,80,%,part removed
Kropsbach down,27/03/2018,land use: Housing,L,,NA,%,
Kropsbach down,27/03/2018,land use: Other,L,,NA,%,
Kropsbach down,27/03/2018,land use: Forest,R,,NA,%,
Kropsbach down,27/03/2018,land use: Fallow,R,,NA,%,
Kropsbach down,27/03/2018,land use: Meadows & Pastures,R,,20,%,
Kropsbach down,27/03/2018,land use: Agriculture,R,,70,%,
Kropsbach down,27/03/2018,land use: Housing,R,,10,%,
Kropsbach down,27/03/2018,land use: Other,R,,NA,%,
Kropsbach down,27/03/2018,Shading Elements (southwards),,,5,%,
Kropsbach down,27/03/2018,Flooding of shore,,,no,,
Kropsbach down,27/03/2018,Islands/Banks,,,no,,
Triefenbach up,27/03/2018,distance housing,L,,NA,m,
Triefenbach up,27/03/2018,distance housing,R,,200,m,
Triefenbach up,27/03/2018,distance street,L,,NA,m,
Triefenbach up,27/03/2018,distance street,R,,250,m,
Triefenbach up,27/03/2018,height landscape-level,L,,0.5,m,
Triefenbach up,27/03/2018,height landscape-level,R,,0.7,m,
Triefenbach up,27/03/2018,distance landscape-level,L,,2,m,
Triefenbach up,27/03/2018,distance landscape-level,R,,1,m,
Triefenbach up,27/03/2018,Distance field,L,,NA,m,
Triefenbach up,27/03/2018,Distance field,R,,NA,m,
Triefenbach up,27/03/2018,curvature,,,3,,
Triefenbach up,27/03/2018,Banks,,,several,,"Uferbänke, Krümmungsbänke"
Triefenbach up,27/03/2018,shore vegetation cover: Forest,L,,100,%,
Triefenbach up,27/03/2018,shore vegetation cover: Reed,L,,NA,%,
Triefenbach up,27/03/2018,shore vegetation cover: Shrubbery,L,,NA,%,
Triefenbach up,27/03/2018,shore vegetation cover: Tall Forbs,L,,NA,%,
Triefenbach up,27/03/2018,shore vegetation cover: Meadow,L,,NA,%,
Triefenbach up,27/03/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Triefenbach up,27/03/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Triefenbach up,27/03/2018,shore vegetation height: Forest,L,,12,m,
Triefenbach up,27/03/2018,shore vegetation height: Reed,L,,NA,m,
Triefenbach up,27/03/2018,shore vegetation height: Shrubbery,L,,NA,m,
Triefenbach up,27/03/2018,shore vegetation height: Tall Forbs,L,,NA,m,
Triefenbach up,27/03/2018,shore vegetation height:  Meadow,L,,NA,m,
Triefenbach up,27/03/2018,shore vegetation height:  Agriculture,L,,NA,m,
Triefenbach up,27/03/2018,shore vegetation cover: Forest,R,,100,%,
Triefenbach up,27/03/2018,shore vegetation cover: Reed,R,,NA,%,
Triefenbach up,27/03/2018,shore vegetation cover: Shrubbery,R,,NA,%,
Triefenbach up,27/03/2018,shore vegetation cover: Tall Forbs,R,,NA,%,
Triefenbach up,27/03/2018,shore vegetation cover: Meadow,R,,NA,%,
Triefenbach up,27/03/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Triefenbach up,27/03/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Triefenbach up,27/03/2018,shore vegetation height: Forest,R,,18,m,
Triefenbach up,27/03/2018,shore vegetation height: Reed,R,,NA,m,
Triefenbach up,27/03/2018,shore vegetation height: Shrubbery,R,,NA,m,
Triefenbach up,27/03/2018,shore vegetation height: Tall Forbs,R,,NA,m,
Triefenbach up,27/03/2018,shore vegetation height:  Meadow,R,,NA,m,
Triefenbach up,27/03/2018,shore vegetation height:  Agriculture,R,,NA,m,
Triefenbach up,27/03/2018,land use: Forest,L,,80,%,
Triefenbach up,27/03/2018,land use: Fallow,L,,NA,%,
Triefenbach up,27/03/2018,land use: Meadows & Pastures,L,,NA,%,
Triefenbach up,27/03/2018,land use: Agriculture,L,,NA,%,
Triefenbach up,27/03/2018,land use: Housing,L,,20,%,
Triefenbach up,27/03/2018,land use: Other,L,,NA,%,
Triefenbach up,27/03/2018,land use: Forest,R,,100,%,
Triefenbach up,27/03/2018,land use: Fallow,R,,NA,%,
Triefenbach up,27/03/2018,land use: Meadows & Pastures,R,,NA,%,
Triefenbach up,27/03/2018,land use: Agriculture,R,,NA,%,
Triefenbach up,27/03/2018,land use: Housing,R,,NA,%,
Triefenbach up,27/03/2018,land use: Other,R,,NA,%,
Triefenbach up,27/03/2018,Shading Elements (southwards),,,70,%,
Triefenbach up,27/03/2018,Flooding of shore,,,no,,
Triefenbach up,27/03/2018,Islands/Banks,,,no,,
Triefenbach down,27/03/2018,distance housing,L,,800,m,
Triefenbach down,27/03/2018,distance housing,R,,NA,m,
Triefenbach down,27/03/2018,distance street,L,,500,m,
Triefenbach down,27/03/2018,distance street,R,,NA,m,
Triefenbach down,27/03/2018,height landscape-level,L,,0.1,m,
Triefenbach down,27/03/2018,height landscape-level,R,,0.1,m,
Triefenbach down,27/03/2018,distance landscape-level,L,,0.2,m,
Triefenbach down,27/03/2018,distance landscape-level,R,,0.2,m,
Triefenbach down,27/03/2018,Distance field,L,,60,m,
Triefenbach down,27/03/2018,Distance field,R,,50,m,
Triefenbach down,27/03/2018,curvature,,,2,,
Triefenbach down,27/03/2018,Banks,,,several,,"Uferbänke, Krümmungsbänke"
Triefenbach down,27/03/2018,shore vegetation cover: Forest,L,,NA,%,
Triefenbach down,27/03/2018,shore vegetation cover: Reed,L,,NA,%,
Triefenbach down,27/03/2018,shore vegetation cover: Shrubbery,L,,60,%,was cut
Triefenbach down,27/03/2018,shore vegetation cover: Tall Forbs,L,,40,%,
Triefenbach down,27/03/2018,shore vegetation cover: Meadow,L,,NA,%,
Triefenbach down,27/03/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Triefenbach down,27/03/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Triefenbach down,27/03/2018,shore vegetation height: Forest,L,,NA,m,
Triefenbach down,27/03/2018,shore vegetation height: Reed,L,,NA,m,
Triefenbach down,27/03/2018,shore vegetation height: Shrubbery,L,,2,m,
Triefenbach down,27/03/2018,shore vegetation height: Tall Forbs,L,,0.2,m,
Triefenbach down,27/03/2018,shore vegetation height:  Meadow,L,,NA,m,
Triefenbach down,27/03/2018,shore vegetation height:  Agriculture,L,,NA,m,
Triefenbach down,27/03/2018,shore vegetation cover: Forest,R,,NA,%,
Triefenbach down,27/03/2018,shore vegetation cover: Reed,R,,NA,%,
Triefenbach down,27/03/2018,shore vegetation cover: Shrubbery,R,,100,%,
Triefenbach down,27/03/2018,shore vegetation cover: Tall Forbs,R,,NA,%,
Triefenbach down,27/03/2018,shore vegetation cover: Meadow,R,,NA,%,
Triefenbach down,27/03/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Triefenbach down,27/03/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Triefenbach down,27/03/2018,shore vegetation height: Forest,R,,NA,m,
Triefenbach down,27/03/2018,shore vegetation height: Reed,R,,NA,m,
Triefenbach down,27/03/2018,shore vegetation height: Shrubbery,R,,1.5,m,
Triefenbach down,27/03/2018,shore vegetation height: Tall Forbs,R,,NA,m,
Triefenbach down,27/03/2018,shore vegetation height:  Meadow,R,,NA,m,
Triefenbach down,27/03/2018,shore vegetation height:  Agriculture,R,,NA,m,
Triefenbach down,27/03/2018,land use: Forest,L,,10,%,
Triefenbach down,27/03/2018,land use: Fallow,L,,NA,%,
Triefenbach down,27/03/2018,land use: Meadows & Pastures,L,,NA,%,
Triefenbach down,27/03/2018,land use: Agriculture,L,,85,%,
Triefenbach down,27/03/2018,land use: Housing,L,,5,%,
Triefenbach down,27/03/2018,land use: Other,L,,NA,%,
Triefenbach down,27/03/2018,land use: Forest,R,,10,%,
Triefenbach down,27/03/2018,land use: Fallow,R,,NA,%,
Triefenbach down,27/03/2018,land use: Meadows & Pastures,R,,NA,%,
Triefenbach down,27/03/2018,land use: Agriculture,R,,90,%,
Triefenbach down,27/03/2018,land use: Housing,R,,NA,%,
Triefenbach down,27/03/2018,land use: Other,R,,NA,%,
Triefenbach down,27/03/2018,Shading Elements (southwards),,,30,%,
Triefenbach down,27/03/2018,Flooding of shore,,,yes,,
Triefenbach down,27/03/2018,Islands/Banks,,,no,,
Modenbach up,27/03/2018,distance housing,L,,1000,m,
Modenbach up,27/03/2018,distance housing,R,,NA,m,
Modenbach up,27/03/2018,distance street,L,,NA,m,
Modenbach up,27/03/2018,distance street,R,,150,m,
Modenbach up,27/03/2018,height landscape-level,L,,0.5,m,
Modenbach up,27/03/2018,height landscape-level,R,,0.7,m,
Modenbach up,27/03/2018,distance landscape-level,L,,2,m,
Modenbach up,27/03/2018,distance landscape-level,R,,2,m,
Modenbach up,27/03/2018,Distance field,L,,NA,m,
Modenbach up,27/03/2018,Distance field,R,,NA,m,
Modenbach up,27/03/2018,curvature,,,2,,
Modenbach up,27/03/2018,Banks,,,several,,
Modenbach up,27/03/2018,shore vegetation cover: Forest,L,,20,%,
Modenbach up,27/03/2018,shore vegetation cover: Reed,L,,NA,%,
Modenbach up,27/03/2018,shore vegetation cover: Shrubbery,L,,NA,%,
Modenbach up,27/03/2018,shore vegetation cover: Tall Forbs,L,,NA,%,
Modenbach up,27/03/2018,shore vegetation cover: Meadow,L,,80,%,
Modenbach up,27/03/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Modenbach up,27/03/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Modenbach up,27/03/2018,shore vegetation height: Forest,L,,15,m,
Modenbach up,27/03/2018,shore vegetation height: Reed,L,,NA,m,
Modenbach up,27/03/2018,shore vegetation height: Shrubbery,L,,NA,m,
Modenbach up,27/03/2018,shore vegetation height: Tall Forbs,L,,NA,m,
Modenbach up,27/03/2018,shore vegetation height:  Meadow,L,,0.1,m,
Modenbach up,27/03/2018,shore vegetation height:  Agriculture,L,,NA,m,
Modenbach up,27/03/2018,shore vegetation cover: Forest,R,,20,%,
Modenbach up,27/03/2018,shore vegetation cover: Reed,R,,NA,%,
Modenbach up,27/03/2018,shore vegetation cover: Shrubbery,R,,80,%,
Modenbach up,27/03/2018,shore vegetation cover: Tall Forbs,R,,NA,%,
Modenbach up,27/03/2018,shore vegetation cover: Meadow,R,,NA,%,
Modenbach up,27/03/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Modenbach up,27/03/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Modenbach up,27/03/2018,shore vegetation height: Forest,R,,15,m,
Modenbach up,27/03/2018,shore vegetation height: Reed,R,,NA,m,
Modenbach up,27/03/2018,shore vegetation height: Shrubbery,R,,1,m,
Modenbach up,27/03/2018,shore vegetation height: Tall Forbs,R,,NA,m,
Modenbach up,27/03/2018,shore vegetation height:  Meadow,R,,NA,m,
Modenbach up,27/03/2018,shore vegetation height:  Agriculture,R,,NA,m,
Modenbach up,27/03/2018,land use: Forest,L,,80,%,
Modenbach up,27/03/2018,land use: Fallow,L,,NA,%,
Modenbach up,27/03/2018,land use: Meadows & Pastures,L,,20,%,
Modenbach up,27/03/2018,land use: Agriculture,L,,NA,%,
Modenbach up,27/03/2018,land use: Housing,L,,NA,%,
Modenbach up,27/03/2018,land use: Other,L,,NA,%,
Modenbach up,27/03/2018,land use: Forest,R,,90,%,
Modenbach up,27/03/2018,land use: Fallow,R,,NA,%,
Modenbach up,27/03/2018,land use: Meadows & Pastures,R,,5,%,
Modenbach up,27/03/2018,land use: Agriculture,R,,NA,%,
Modenbach up,27/03/2018,land use: Housing,R,,NA,%,
Modenbach up,27/03/2018,land use: Other,R,,5,%,street
Modenbach up,27/03/2018,Shading Elements (southwards),,,50,%,
Modenbach up,27/03/2018,Flooding of shore,,,yes,,
Modenbach up,27/03/2018,Islands/Banks,,,no,,
Modenbach down,27/03/2018,distance housing,L,,500,m,
Modenbach down,27/03/2018,distance housing,R,,NA,m,
Modenbach down,27/03/2018,distance street,L,,40,m,Feldweg
Modenbach down,27/03/2018,distance street,R,,50,m,
Modenbach down,27/03/2018,height landscape-level,L,,1.2,m,
Modenbach down,27/03/2018,height landscape-level,R,,1.2,m,
Modenbach down,27/03/2018,distance landscape-level,L,,1,m,
Modenbach down,27/03/2018,distance landscape-level,R,,0.5,m,
Modenbach down,27/03/2018,Distance field,L,,5,m,
Modenbach down,27/03/2018,Distance field,R,,5,m,
Modenbach down,27/03/2018,curvature,,,4,,
Modenbach down,27/03/2018,Banks,,,two,,
Modenbach down,27/03/2018,shore vegetation cover: Forest,L,,NA,%,
Modenbach down,27/03/2018,shore vegetation cover: Reed,L,,NA,%,
Modenbach down,27/03/2018,shore vegetation cover: Shrubbery,L,,NA,%,
Modenbach down,27/03/2018,shore vegetation cover: Tall Forbs,L,,NA,%,
Modenbach down,27/03/2018,shore vegetation cover: Meadow,L,,90,%,
Modenbach down,27/03/2018,shore vegetation cover:  Vegetation Free,L,,10,%,
Modenbach down,27/03/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Modenbach down,27/03/2018,shore vegetation height: Forest,L,,NA,m,
Modenbach down,27/03/2018,shore vegetation height: Reed,L,,NA,m,
Modenbach down,27/03/2018,shore vegetation height: Shrubbery,L,,NA,m,
Modenbach down,27/03/2018,shore vegetation height: Tall Forbs,L,,NA,m,
Modenbach down,27/03/2018,shore vegetation height:  Meadow,L,,0.1,m,
Modenbach down,27/03/2018,shore vegetation height:  Agriculture,L,,NA,m,
Modenbach down,27/03/2018,shore vegetation cover: Forest,R,,NA,%,
Modenbach down,27/03/2018,shore vegetation cover: Reed,R,,NA,%,
Modenbach down,27/03/2018,shore vegetation cover: Shrubbery,R,,30,%,
Modenbach down,27/03/2018,shore vegetation cover: Tall Forbs,R,,NA,%,
Modenbach down,27/03/2018,shore vegetation cover: Meadow,R,,70,%,
Modenbach down,27/03/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Modenbach down,27/03/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Modenbach down,27/03/2018,shore vegetation height: Forest,R,,NA,m,
Modenbach down,27/03/2018,shore vegetation height: Reed,R,,NA,m,
Modenbach down,27/03/2018,shore vegetation height: Shrubbery,R,,10,m,
Modenbach down,27/03/2018,shore vegetation height: Tall Forbs,R,,NA,m,
Modenbach down,27/03/2018,shore vegetation height:  Meadow,R,,0.1,m,
Modenbach down,27/03/2018,shore vegetation height:  Agriculture,R,,NA,m,
Modenbach down,27/03/2018,land use: Forest,L,,NA,%,
Modenbach down,27/03/2018,land use: Fallow,L,,NA,%,
Modenbach down,27/03/2018,land use: Meadows & Pastures,L,,5,%,
Modenbach down,27/03/2018,land use: Agriculture,L,,95,%,
Modenbach down,27/03/2018,land use: Housing,L,,NA,%,
Modenbach down,27/03/2018,land use: Other,L,,NA,%,
Modenbach down,27/03/2018,land use: Forest,R,,NA,%,
Modenbach down,27/03/2018,land use: Fallow,R,,NA,%,
Modenbach down,27/03/2018,land use: Meadows & Pastures,R,,NA,%,
Modenbach down,27/03/2018,land use: Agriculture,R,,100,%,
Modenbach down,27/03/2018,land use: Housing,R,,NA,%,
Modenbach down,27/03/2018,land use: Other,R,,NA,%,
Modenbach down,27/03/2018,Shading Elements (southwards),,,85,%,
Modenbach down,27/03/2018,Flooding of shore,,,no,,
Modenbach down,27/03/2018,Islands/Banks,,,no,,
Hainbach up,27/03/2018,distance housing,L,,NA,m,
Hainbach up,27/03/2018,distance housing,R,,NA,m,
Hainbach up,27/03/2018,distance street,L,,NA,m,
Hainbach up,27/03/2018,distance street,R,,25,m,
Hainbach up,27/03/2018,height landscape-level,L,,1.5,m,
Hainbach up,27/03/2018,height landscape-level,R,,2.5,m,
Hainbach up,27/03/2018,distance landscape-level,L,,1,m,
Hainbach up,27/03/2018,distance landscape-level,R,,1.5,m,
Hainbach up,27/03/2018,Distance field,L,,NA,m,
Hainbach up,27/03/2018,Distance field,R,,NA,m,
Hainbach up,27/03/2018,curvature,,,4,,
Hainbach up,27/03/2018,Banks,,,two,,
Hainbach up,27/03/2018,shore vegetation cover: Forest,L,,80,%,
Hainbach up,27/03/2018,shore vegetation cover: Reed,L,,NA,%,
Hainbach up,27/03/2018,shore vegetation cover: Shrubbery,L,,20,%,
Hainbach up,27/03/2018,shore vegetation cover: Tall Forbs,L,,NA,%,
Hainbach up,27/03/2018,shore vegetation cover: Meadow,L,,NA,%,
Hainbach up,27/03/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Hainbach up,27/03/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Hainbach up,27/03/2018,shore vegetation height: Forest,L,,15,m,
Hainbach up,27/03/2018,shore vegetation height: Reed,L,,NA,m,
Hainbach up,27/03/2018,shore vegetation height: Shrubbery,L,,1.5,m,
Hainbach up,27/03/2018,shore vegetation height: Tall Forbs,L,,NA,m,
Hainbach up,27/03/2018,shore vegetation height:  Meadow,L,,NA,m,
Hainbach up,27/03/2018,shore vegetation height:  Agriculture,L,,NA,m,
Hainbach up,27/03/2018,shore vegetation cover: Forest,R,,NA,%,
Hainbach up,27/03/2018,shore vegetation cover: Reed,R,,NA,%,
Hainbach up,27/03/2018,shore vegetation cover: Shrubbery,R,,30,%,
Hainbach up,27/03/2018,shore vegetation cover: Tall Forbs,R,,NA,%,
Hainbach up,27/03/2018,shore vegetation cover: Meadow,R,,70,%,
Hainbach up,27/03/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Hainbach up,27/03/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Hainbach up,27/03/2018,shore vegetation height: Forest,R,,NA,m,
Hainbach up,27/03/2018,shore vegetation height: Reed,R,,NA,m,
Hainbach up,27/03/2018,shore vegetation height: Shrubbery,R,,4,m,
Hainbach up,27/03/2018,shore vegetation height: Tall Forbs,R,,NA,m,
Hainbach up,27/03/2018,shore vegetation height:  Meadow,R,,0.1,m,
Hainbach up,27/03/2018,shore vegetation height:  Agriculture,R,,NA,m,
Hainbach up,27/03/2018,land use: Forest,L,,100,%,
Hainbach up,27/03/2018,land use: Fallow,L,,NA,%,
Hainbach up,27/03/2018,land use: Meadows & Pastures,L,,NA,%,
Hainbach up,27/03/2018,land use: Agriculture,L,,NA,%,
Hainbach up,27/03/2018,land use: Housing,L,,NA,%,
Hainbach up,27/03/2018,land use: Other,L,,NA,%,
Hainbach up,27/03/2018,land use: Forest,R,,100,%,
Hainbach up,27/03/2018,land use: Fallow,R,,NA,%,
Hainbach up,27/03/2018,land use: Meadows & Pastures,R,,NA,%,
Hainbach up,27/03/2018,land use: Agriculture,R,,NA,%,
Hainbach up,27/03/2018,land use: Housing,R,,NA,%,
Hainbach up,27/03/2018,land use: Other,R,,NA,%,
Hainbach up,27/03/2018,Shading Elements (southwards),,,40,%,
Hainbach up,27/03/2018,Flooding of shore,,,no,,
Hainbach up,27/03/2018,Islands/Banks,,,no,,
Hainbach down,27/03/2018,distance housing,L,,1000,m,
Hainbach down,27/03/2018,distance housing,R,,NA,m,
Hainbach down,27/03/2018,distance street,L,,10,m,small
Hainbach down,27/03/2018,distance street,R,,12,m,small
Hainbach down,27/03/2018,height landscape-level,L,,1.5,m,
Hainbach down,27/03/2018,height landscape-level,R,,1.2,m,
Hainbach down,27/03/2018,distance landscape-level,L,,2,m,
Hainbach down,27/03/2018,distance landscape-level,R,,1.5,m,
Hainbach down,27/03/2018,Distance field,L,,12,m,
Hainbach down,27/03/2018,Distance field,R,,15,m,
Hainbach down,27/03/2018,curvature,,,6,,
Hainbach down,27/03/2018,Banks,,,rudiments,,
Hainbach down,27/03/2018,shore vegetation cover: Forest,L,,NA,%,
Hainbach down,27/03/2018,shore vegetation cover: Reed,L,,50,%,
Hainbach down,27/03/2018,shore vegetation cover: Shrubbery,L,,50,%,most cut
Hainbach down,27/03/2018,shore vegetation cover: Tall Forbs,L,,NA,%,
Hainbach down,27/03/2018,shore vegetation cover: Meadow,L,,NA,%,
Hainbach down,27/03/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Hainbach down,27/03/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Hainbach down,27/03/2018,shore vegetation height: Forest,L,,NA,m,
Hainbach down,27/03/2018,shore vegetation height: Reed,L,,1.7,m,
Hainbach down,27/03/2018,shore vegetation height: Shrubbery,L,,1.5,m,
Hainbach down,27/03/2018,shore vegetation height: Tall Forbs,L,,NA,m,
Hainbach down,27/03/2018,shore vegetation height:  Meadow,L,,NA,m,
Hainbach down,27/03/2018,shore vegetation height:  Agriculture,L,,NA,m,
Hainbach down,27/03/2018,shore vegetation cover: Forest,R,,NA,%,
Hainbach down,27/03/2018,shore vegetation cover: Reed,R,,20,%,
Hainbach down,27/03/2018,shore vegetation cover: Shrubbery,R,,80,%,
Hainbach down,27/03/2018,shore vegetation cover: Tall Forbs,R,,NA,%,
Hainbach down,27/03/2018,shore vegetation cover: Meadow,R,,NA,%,
Hainbach down,27/03/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Hainbach down,27/03/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Hainbach down,27/03/2018,shore vegetation height: Forest,R,,NA,m,
Hainbach down,27/03/2018,shore vegetation height: Reed,R,,1.5,m,
Hainbach down,27/03/2018,shore vegetation height: Shrubbery,R,,2,m,
Hainbach down,27/03/2018,shore vegetation height: Tall Forbs,R,,NA,m,
Hainbach down,27/03/2018,shore vegetation height:  Meadow,R,,NA,m,
Hainbach down,27/03/2018,shore vegetation height:  Agriculture,R,,NA,m,
Hainbach down,27/03/2018,land use: Forest,L,,NA,%,
Hainbach down,27/03/2018,land use: Fallow,L,,NA,%,
Hainbach down,27/03/2018,land use: Meadows & Pastures,L,,NA,%,
Hainbach down,27/03/2018,land use: Agriculture,L,,95,%,
Hainbach down,27/03/2018,land use: Housing,L,,NA,%,
Hainbach down,27/03/2018,land use: Other,L,,5,%,shrubbery
Hainbach down,27/03/2018,land use: Forest,R,,NA,%,
Hainbach down,27/03/2018,land use: Fallow,R,,NA,%,
Hainbach down,27/03/2018,land use: Meadows & Pastures,R,,NA,%,
Hainbach down,27/03/2018,land use: Agriculture,R,,95,%,
Hainbach down,27/03/2018,land use: Housing,R,,NA,%,
Hainbach down,27/03/2018,land use: Other,R,,5,%,shrubbery
Hainbach down,27/03/2018,Shading Elements (southwards),,,30,%,
Hainbach down,27/03/2018,Flooding of shore,,,no,,
Hainbach down,27/03/2018,Islands/Banks,,,no,,
Otterbach up,03/07/2018,distance housing,L,,NA,m,
Otterbach up,03/07/2018,distance housing,R,,NA,m,
Otterbach up,03/07/2018,distance street,L,,20,m,
Otterbach up,03/07/2018,distance street,R,,NA,m,
Otterbach up,03/07/2018,height landscape-level,L,,1,m,
Otterbach up,03/07/2018,height landscape-level,R,,2,m,
Otterbach up,03/07/2018,distance landscape-level,L,,1,m,
Otterbach up,03/07/2018,distance landscape-level,R,,5,m,
Otterbach up,03/07/2018,Distance field,L,,5,m,
Otterbach up,03/07/2018,Distance field,R,,5,m,
Otterbach up,03/07/2018,curvature,,,3,,
Otterbach up,03/07/2018,Banks,,,two,,Krümmungsbänke
Otterbach up,03/07/2018,shore vegetation cover: Forest,L,,5,%,
Otterbach up,03/07/2018,shore vegetation cover: Reed,L,,NA,%,
Otterbach up,03/07/2018,shore vegetation cover: Shrubbery,L,,80,%,
Otterbach up,03/07/2018,shore vegetation cover: Tall Forbs,L,,15,%,
Otterbach up,03/07/2018,shore vegetation cover: Meadow,L,,NA,%,
